#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
1320000,-2687316.820346156,604383.5651374084,-2082933.2552087477,299.8967955104366,2240.833344520084,17.1
1325000,-2686402.43868424,606604.2471036577,-2079798.1915805824,300.99870403995556,2241.3424126635164,17.1
1330000,-2683568.336854538,607333.2909820058,-2076235.0458725323,301.3604576274367,2239.724104805709,17.1
1335000,-2685777.105163602,603973.8467105367,-2081803.2584530655,299.6934920945794,2241.1476412329534,17.1
1340000,-2685846.180301301,605385.0475505288,-2080461.1327507724,300.39373385187974,2242.697207112144,17.1
1345000,-2683398.221740281,605864.5368067058,-2077533.6849335753,300.6316577460817,2242.318492394226,17.1
1350000,-2686421.4750982113,604666.152620189,-2081755.3224780224,300.03701620045155,2243.6669882282895,17.1
1355000,-2687711.129250368,601922.4738469832,-2085788.655403385,298.67559520978085,2242.065962372829,17.1
1360000,-2682621.8888570108,606152.5589556816,-2076469.3299013292,300.7745751324839,2243.9162672386356,17.1
1365000,-2686870.475129565,604863.2278528456,-2082007.2472767197,300.1348054756029,2242.555050668711,17.1
1370000,-2684003.8370053377,606700.7390589893,-2077303.0979463484,301.04658361489055,2242.8445652398714,17.1
1375000,-2682848.7289770395,605057.7155740152,-2077791.0134030243,300.23131082040265,2243.5040185469884,17.1
1380000,-2684778.5388820153,603455.690386056,-2081322.8484959593,299.43638149421105,2244.77088051521,17.1
1385000,-2684737.127963364,607466.4651036621,-2077270.662859702,301.4265389946899,2246.488061596162,17.1
1390000,-2686818.7414222453,604900.5716152601,-2081918.1698069852,300.15333555372945,2243.799487943466,17.1
1395000,-2686779.1651757173,605895.5011704077,-2080883.6640053096,300.64702234893474,2244.140263033716,17.1
1400000,-2682563.86417865,604446.1065682073,-2078117.7576104428,299.9278287412607,2242.216709371054,17.1
1405000,-2686233.2181766685,602953.2648144494,-2083279.953362219,299.1870765368979,2241.47395589712,17.1
1410000,-2684853.9108876903,604321.1894589734,-2080532.721428717,299.8658445263935,2241.9011817800833,17.1
1415000,-2684021.938748585,604975.8682660888,-2079046.0704824962,300.1906979599873,2242.4401905553914,17.1
1420000,-2686897.902528608,604409.6476341835,-2082488.2548944247,299.9097377174273,2245.433090291653,17.1
1425000,-2682459.044302948,606782.0860863082,-2075676.9582166397,301.0869482346858,2245.1114981616347,17.1
1430000,-2684261.2453709934,604713.0616102758,-2079548.1837607175,300.060292570987,2244.8702383989926,17.1
1435000,-2685560.729022937,607588.5295384951,-2077972.199484442,301.48710770463464,2246.814963761303,17.1
1440000,-2682449.4507079795,603941.2484885348,-2078508.2022194448,299.677316766722,2245.283170572649,17.1
1445000,-2682247.7296622526,603950.1926910188,-2078297.5369712338,299.68175490471594,2243.575696211679,17.1
1450000,-2685102.276251981,606306.7008944306,-2078795.5753575503,300.8510607885326,2241.578989055224,17.1
1455000,-2681274.9175482374,604168.0687168306,-2077106.8488314068,299.78986559092334,2242.946861934266,17.1
1460000,-2685646.2271202784,606974.1027852921,-2078672.1243349863,301.1822274514472,2243.1185966421126,17.1
1465000,-2685393.4281823747,606123.5921942627,-2079269.835988112,300.76020174540497,2245.0894031135313,17.1
1470000,-2685641.963976208,605430.2300957773,-2080211.733880431,300.41615355571463,2244.534008304534,17.1
1475000,-2686042.3185590412,606477.4813662571,-2079564.837192784,300.9358025306825,2242.7742026802034,17.1
1480000,-2686939.5522930454,602935.1538561721,-2084004.3984368732,299.1780898293429,2238.45772802905,17.1
1485000,-2686190.836855227,605851.7811575113,-2080339.0556977158,300.62532835769537,2241.491674399881,17.1
1490000,-2682759.513894161,603735.4231711554,-2079024.0907230058,299.57518567534635,2240.674486933098,17.1
1495000,-2685581.490844777,603114.5710549016,-2082466.9197898754,299.26711713925357,2241.333284000831,17.1
1500000,-2685313.1022408474,603614.3135558111,-2081698.7886850364,299.5150907494709,2241.454893513267,17.1
1505000,-2685112.987208333,603399.676029697,-2081713.3111786358,299.4085870157645,2242.5933461355767,17.1
1510000,-2686849.2826036867,603386.748562635,-2083462.5340410518,299.40217237087745,2240.910737231224,17.1
1515000,-2689424.291335698,605940.9998151879,-2083483.2915205103,300.66959890223086,2240.2326428762885,17.1
1520000,-2683059.8337467276,602531.446480362,-2080528.3872663656,298.9777691136367,2238.522198755476,17.1
1525000,-2683407.3247915525,605282.5568426959,-2078124.7679488566,300.34287767937326,2240.58919353044,17.1
1530000,-2686097.9105150606,605599.9701473347,-2080497.940367726,300.50037903845134,2240.254253326111,17.1
1535000,-2685201.1142404824,604008.3416864648,-2081192.7725540176,299.7106085969775,2239.228031146464,17.1
1540000,-2687447.935008282,605069.3090771281,-2082378.6259311538,300.23706354869125,2239.8874594951894,17.1
1545000,-2685786.382172674,603628.2890789409,-2082158.093093733,299.52202544267567,2236.4624290053453,17.1
1550000,-2686400.709008893,604002.6967489982,-2082398.0122598947,299.70780756340423,2238.8347785265714,17.1
1555000,-2685956.645051347,604764.1575605709,-2081192.4874907762,300.0856465227503,2238.976908955188,17.1
1560000,-2685157.0855503455,604454.8664610565,-2080702.219089289,299.9321754243045,2239.756058279667,17.1
1565000,-2685974.751260778,607229.6573470467,-2078745.0939137312,301.3090343313312,2241.1036797707907,17.1
1570000,-2685029.483633904,605061.2665026397,-2079968.217131264,300.23307280100073,2243.6808519407778,17.1
1575000,-2683922.4137000106,605302.1653524864,-2078620.248347524,300.3526074761284,2242.4951640705194,17.1
1580000,-2685328.5144794323,604633.0686658534,-2080695.445813579,300.0205998508676,2241.113931897049,17.1
1585000,-2687641.992973853,603750.4785272386,-2083891.5144466143,299.58265618464713,2237.6073089407864,17.1
1590000,-2687503.831811294,604858.0519884902,-2082645.7798228038,300.13223719740387,2237.5895902769444,17.1
1595000,-2686266.668681653,604345.0456422039,-2081921.6230394493,299.87768203044993,2238.8925092376717,17.1
1600000,-2685828.237264445,606135.2565062012,-2079692.9807582437,300.76598960922854,2238.7875170326474,17.1
1605000,-2687164.6164329667,606765.9037209924,-2080398.7127119743,301.07891850028875,2239.2615119304114,17.1
1610000,-2687197.0595438275,604708.3543677925,-2082488.705176035,300.05795682425617,2241.1290812454426,17.1
1615000,-2685501.186737636,602216.3835431597,-2083284.8031944763,298.82143401337703,2241.922770851658,17.1
1620000,-2686329.645177489,605306.2890043696,-2081023.3561731195,300.35465364359044,2240.3724875882267,17.1
1625000,-2686748.9796151314,604763.8975394758,-2081985.0820756555,300.0855174995643,2239.768534887183,17.1
1630000,-2684608.325337235,606743.3493035524,-2077864.9760336825,301.06772693601556,2241.0683910701096,17.1
1635000,-2684668.259680787,608424.4202812784,-2076243.8393995087,301.90187900156855,2242.3285919542386,17.1
1640000,-2683956.774328841,607532.3800983776,-2076424.3942304633,301.45924619725383,2240.5916382932637,17.1
1645000,-2686120.995340463,605331.5066296515,-2080789.4887108114,300.3671666989557,2241.5849159367,17.1
1650000,-2686440.754234314,603059.5065452278,-2083381.247689086,299.23979397735764,2243.3343592864358,17.1
1655000,-2685425.9088008385,602964.7260950491,-2082461.1827057893,299.19276365601,2242.2020631173264,17.1
1660000,-2684585.5086985137,604769.0395305421,-2079816.4691679715,300.08806896974363,2242.1037202315056,17.1
1665000,-2684876.7885233816,607141.2835672325,-2077735.504956149,301.2651830175262,2240.90103417025,17.1
1670000,-2687838.7566197272,604899.9974876118,-2082938.7591321154,300.1530506700036,2240.724129206885,17.1
1675000,-2686600.8484996688,606253.0334027463,-2080347.8150969225,300.82443083082427,2240.876495813697,17.1
1680000,-2683911.337630784,602912.524561652,-2080998.8130691322,299.1668611108556,2242.227061398746,17.1
1685000,-2684438.137728775,605766.8495601075,-2078671.2881686673,300.5831850643164,2241.9907252283224,17.1
1690000,-2688493.270969441,606396.3870024598,-2082096.8839669814,300.8955632832251,2238.67307129455,17.1
1695000,-2687490.191368282,603760.4401512636,-2083729.7512170183,299.58759917002186,2239.9194364907135,17.1
1700000,-2686591.9900989644,602657.0798521447,-2083934.9102468197,299.0401087399603,2242.222565481003,17.1
1705000,-2685537.7133181263,603019.6126423399,-2082518.1006757864,299.21999851247966,2243.629614792087,17.1
1710000,-2684955.968852835,600740.2769541733,-2084215.6918986614,298.0889858440291,2242.2899868241702,17.1
1715000,-2685379.6257629786,605840.8180505193,-2079538.8077124592,300.61988843370443,2243.112592309919,17.1
1720000,-2686548.829588486,603109.4825643597,-2083439.3470241262,299.26459221618234,2245.907776030378,17.1
1725000,-2685936.7151199263,601873.0588280874,-2084063.6562918387,298.6510753408239,2246.359995054127,17.1
1730000,-2685971.473756317,605704.4170218951,-2080267.056734422,300.5522058662947,2243.444883829153,17.1
1735000,-2682769.4747433346,605414.6585630676,-2077354.816180267,300.408426918145,2243.8973295659275,17.1
1740000,-2685938.450223455,604315.582643144,-2081622.8675803114,299.863062408882,2243.0991107336,17.1
1745000,-2685498.8962847088,603816.2105503755,-2081682.6857343332,299.61527259620806,2241.780628963486,17.1
1750000,-2685991.7393519264,607497.8971222172,-2078493.842229709,301.4421356491737,2241.465289899007,17.1
1755000,-2685125.3096501827,606661.2604564171,-2078464.0491937655,301.02699422317716,2240.8645362986235,17.1
1760000,-2688535.152106695,605299.4161593465,-2083235.7359473484,300.3512433188937,2241.448543347222,17.1
1765000,-2686185.538493922,604434.873143015,-2081750.665350907,299.92225468463164,2241.81028279796,17.1
1770000,-2681065.910623722,603343.7934259902,-2077722.1171977315,299.38085791334817,2241.7579039861776,17.1
1775000,-2686411.6920337807,603995.0912569093,-2082416.6007768714,299.70403369720844,2241.176863953435,17.1
1780000,-2688483.255239956,603354.9148563183,-2085128.3403836377,299.38637639781615,2241.067369130093,17.1
1785000,-2686296.0688945334,605405.9870839305,-2080890.081810603,300.4041241062296,2241.7238118378013,17.1
1790000,-2684059.221342759,605417.6578798315,-2078641.5634629277,300.4099151874132,2241.321343010728,17.1
1795000,-2688799.0185219217,605197.030230494,-2083601.9882914277,300.300439138007,2239.091268143064,17.1
1800000,-2686526.4004441407,605753.9194987521,-2080772.4809453886,300.5767691321338,2239.1360576542124,17.1
1805000,-2688070.248891866,605127.5997427264,-2082942.6491491394,300.26598753807394,2238.217471578254,17.1
1810000,-2687779.524659762,603954.4766987307,-2083825.0479610316,299.6838806411834,2240.590602065373,17.1
1815000,-2684897.833486231,606224.5772343385,-2078673.2562518925,300.8103108014087,2241.304079593864,17.1
1820000,-2687977.992604086,607654.1723946219,-2080323.8202094643,301.5196798712787,2240.913342518293,17.1
1825000,-2684805.7485531215,604451.3933934543,-2080354.3551596673,299.93045207856085,2239.848581009517,17.1
1830000,-2687930.3812564705,604782.5740391237,-2083147.8072173467,300.0947848303106,2240.1923848665124,17.1
1835000,-2684391.60966707,604246.9062653929,-2080144.7034016773,299.8289850004235,2240.552944559785,17.1
1840000,-2688019.543805534,604420.4270765726,-2083599.1167289615,299.9150865065346,2240.339167356216,17.1
1845000,-2685489.2392142303,604637.8530717599,-2080851.3861424704,300.02297388630234,2240.8854337997554,17.1
1850000,-2686949.2449889723,604165.6917910578,-2082783.5531979145,299.78868615378525,2242.276699836302,17.1
1855000,-2685229.7055710405,605609.3023225222,-2079620.4032485182,300.50500968957306,2243.7596986133067,17.1
1860000,-2686975.686578512,605374.947265986,-2081600.7393125263,300.38872206277284,2243.7416852252954,17.1
1865000,-2686476.2726380676,605183.0612040837,-2081293.2114339839,300.29350766849245,2240.9274190548754,17.1
1870000,-2685908.6114012487,605037.7541784323,-2080870.8572228164,300.22140592074203,2243.2858108145842,17.1
1875000,-2688888.9296146743,604314.5705996844,-2084574.3590149898,299.8625602301201,2241.6410482360143,17.1
1880000,-2685771.6676458344,606037.001520796,-2079734.6661250384,300.71723521389805,2242.472753541975,17.1
1885000,-2686179.4889963623,606050.8454715437,-2080128.6435248186,300.7241046205231,2242.7644254491884,17.1
1890000,-2688472.5248953663,604186.5700190024,-2084285.9548763637,299.79904598819786,2240.27349317269,17.1
1895000,-2687905.036086658,603695.1319345598,-2084209.904152098,299.5551930523844,2238.9788421951835,17.1
1900000,-2687070.918204073,604251.5226626517,-2082819.3955414211,299.8312756695028,2239.3482716861836,17.1
1905000,-2687030.235363217,604178.9947510172,-2082851.2406122,299.79528711928583,2238.969404346013,17.1
1910000,-2686481.5449251365,602822.4367931047,-2083659.1081320317,299.1221593111039,2238.401116071377,17.1
1915000,-2685275.354522379,606794.6978933883,-2078480.6566289908,301.09320624821737,2239.225294608218,17.1
1920000,-2684845.9536130223,605338.5664166121,-2079507.3871964102,300.3706697847585,2239.708265870725,17.1
1925000,-2686002.7860914953,605437.1779476816,-2080565.6081438137,300.41960109903306,2241.8603500059608,17.1
1930000,-2685347.4742691796,603971.1954636232,-2081376.2788055565,299.692176538533,2243.5305338230924,17.1
1935000,-2681516.0482313447,603010.5961061722,-2078505.4521251726,299.21552448231193,2241.1713006658706,17.1
1940000,-2685586.3190138433,604588.9153425628,-2080997.4036712805,299.99869084981304,2243.2214635106902,17.1
1945000,-2683551.8082161974,603725.2756436473,-2079826.5325725502,299.5701504441495,2239.9015964038717,17.1
1950000,-2685394.5352830384,603725.8066194777,-2081668.7286635607,299.57041391582413,2240.981498213537,17.1
1955000,-2686259.9973279852,604688.0913155084,-2081571.906012477,300.0479022417066,2241.539888664267,17.1
1960000,-2688216.795011664,603397.899406823,-2084818.895604841,299.40770545058393,2242.846931215858,17.1
1965000,-2686892.4952111114,604581.8728619786,-2082310.6223491328,299.99519635148204,2244.502086819426,17.1
1970000,-2684259.9561344627,605226.9867439161,-2079032.9693905467,300.31530364276546,2242.747200241884,17.1
1975000,-2685108.5333690047,605745.6152897049,-2079362.9180792999,300.57264856065206,2242.878299786427,17.1
1980000,-2686563.269892063,604677.7052398442,-2081885.564652219,300.0427486422554,2244.431101220957,17.1
1985000,-2684220.0818971377,602802.1795032903,-2081417.9023938472,299.11210758790776,2244.302989204609,17.1
1990000,-2683350.3925576787,603417.5925085378,-2079932.800049141,299.41747722208567,2241.517413316035,17.1
1995000,-2685519.2031435743,604272.3969382,-2081246.8062053742,299.8416335427254,2242.3477454192016,17.1
2000000,-2686473.4754755236,606310.5591106071,-2080162.9163649166,300.8529752460633,2241.2362648162893,17
2005000,-2687122.6359087713,604344.2413440561,-2082778.3945647152,299.877282935486,2239.1061347361106,17.1
2010000,-2685946.3200844247,606182.2508837663,-2079764.0692006582,300.7893083492667,2239.9259185853043,17.1
2015000,-2685057.1717219707,606747.6302156791,-2078309.5415062916,301.0698511364451,2242.145165049805,17.1
2020000,-2689250.433397822,604047.490469048,-2085202.942928774,299.7300343311008,2239.945288475224,17.1
2025000,-2684813.7060331646,603495.2380319051,-2081318.4680012595,299.4560051453893,2239.727825041643,17.1
2030000,-2686608.515864169,605243.7071274333,-2081364.808736736,300.3236003432811,2239.220675862057,17.1
2035000,-2687823.7046144195,604570.122695111,-2083253.5819193085,299.9893658862054,2240.0066756738834,17.1
2040000,-2686074.946944844,604668.3817388156,-2081406.5652060285,300.0381222952753,2238.5107981077585,17
2045000,-2686623.104192268,604798.0359724355,-2081825.0682198326,300.10245708435593,2239.861971133456,17
2050000,-2686928.090193402,604624.8780256177,-2082303.2121677843,300.0165356325441,2237.2569335406965,17
2055000,-2690686.4221344627,604120.6655263731,-2086565.7566080897,299.76634399679807,2238.8573296681525,17
2060000,-2688010.4131290857,605843.2930799918,-2082167.1200490938,300.62111655016946,2235.492732612979,17
2065000,-2686266.2251973245,602641.2169551603,-2083625.0082421643,299.03223752663234,2235.35722032775,17
2070000,-2686486.625546474,603150.7262644017,-2083335.8992820722,299.2850574541389,2238.288688736444,17
2075000,-2687489.108775366,605702.9464839204,-2081786.1622914458,300.5514761812871,2238.6425656266274,17
2080000,-2687573.5959641226,602606.197056182,-2084967.3989079406,299.0148605559658,2238.3281607403915,17
2085000,-2685668.301809691,604197.6541132745,-2081470.6476964164,299.8045459464116,2238.5689243362444,17
2090000,-2686534.589561386,603044.2772410006,-2083490.3123203856,299.23223715450695,2243.3972218608337,17
2095000,-2686491.3008699045,605768.3495063039,-2080722.9513636006,300.5839293417649,2244.1997330116646,17
2100000,-2683528.4886120073,604072.9415215605,-2079455.5470904468,299.74266321370305,2242.429852102257,17
2105000,-2684544.176174797,604663.8265892233,-2079880.3495855737,300.03586201745736,2244.2715036926115,17
2110000,-2685485.1884026825,605184.1372479645,-2080301.051154718,300.29404160444017,2243.6477462202142,17
2115000,-2689980.1931099743,602700.5509450538,-2087279.6421649205,299.06167921641395,2242.0065627394924,17
2120000,-2685161.6895416435,605185.5861999916,-2079976.1033416518,300.2947605784409,2241.18911696933,17
2125000,-2687337.0905723535,605566.6339296179,-2081770.4566427355,300.4838375150804,2241.8753051133563,17
2130000,-2685864.8723707367,605565.3233655777,-2080299.549005159,300.48318720958133,2240.9072665901867,17
2135000,-2690162.295962831,604901.765383756,-2085260.530579075,300.15392790495673,2241.0144483065496,17
2140000,-2684117.3449452,605929.0689477533,-2078188.2759974464,300.66367877283346,2242.6891651107767,17
2145000,-2686991.32677936,606016.710310734,-2080974.616468626,300.7071666593813,2243.5234358362177,17
2150000,-2685707.691704074,606380.6409765162,-2079327.0507275579,300.8877500616305,2243.401134297517,17
2155000,-2684700.8661584426,604537.911542118,-2080162.9546163245,299.97338262306005,2241.0512600922625,17
2160000,-2686058.5317759924,604821.617776884,-2081236.9139991084,300.1141584409024,2240.0783397247737,17
2165000,-2686626.49805923,603620.3836883836,-2083006.1143708462,299.51810276603095,2239.434447514915,17
2170000,-2687074.386960106,602769.6992764205,-2084304.6876836854,299.09599080956104,2240.473427028874,17
2175000,-2686224.2977092396,604048.8857473787,-2082175.411961861,299.7307266720649,2242.490032496729,17
2180000,-2686232.1266222205,606102.1286771179,-2080129.9979451026,300.7495514888735,2240.6720718504616,17
2185000,-2684576.868112862,604403.2496912533,-2080173.6184216088,299.90656304046166,2242.082810718293,17
2190000,-2684546.4334287457,605371.0398356216,-2079175.393593124,300.3867831850261,2243.37627826319,17
2195000,-2684758.952320723,602043.0693098045,-2082715.8830109183,298.73543501175334,2242.767109286656,17
2200000,-2684949.7272114884,603500.1159614146,-2081449.6112500736,299.4584255874943,2244.337799308752,17
2205000,-2684147.7458957788,603693.102459919,-2080454.6434358596,299.5541860214583,2244.9310461179134,17
2210000,-2688455.406948125,603860.2395391215,-2084595.1674090035,299.637119902118,2243.3816494276844,17
2215000,-2685483.122970579,606017.4028305864,-2079465.720139993,300.70751028964617,2243.429336724049,17
2220000,-2685386.2936164234,604785.4411609266,-2080600.8524554968,300.09620750407373,2244.0595464244834,17
2225000,-2682955.1507037655,605391.4213478039,-2077563.7293559616,300.3968965477045,2244.2957008655685,17
2230000,-2684960.9164733402,604383.0980816715,-2080577.8183916686,299.89656375608905,2244.37996663321,17
2235000,-2683839.539426429,604917.126211236,-2078922.4132151932,300.1615499900089,2246.2585650751953,17
2240000,-2687442.344770074,603143.9957005118,-2084298.349069562,299.2817177297338,2243.900955439284,17
2245000,-2685001.417118186,602407.8899594301,-2082593.527158756,298.9164600264456,2244.1210670941296,17
2250000,-2685634.212949531,602891.9496857285,-2082742.2632638025,299.1566518005544,2247.1789525083095,17
2255000,-2685961.2809356116,605033.1578677119,-2080928.1230678996,300.2191252186586,2242.3527662571373,17
2260000,-2685632.0099032354,606131.3773206926,-2079500.6325825427,300.7640647466573,2242.3066592694718,17
2265000,-2685125.6950691584,605499.5550246967,-2079626.1400444617,300.4505527770554,2242.2497087691104,17
2270000,-2685084.8521909695,604288.7444034482,-2080796.1077875213,299.8497452001653,2242.914351804384,17
2275000,-2688037.9439225383,605194.2896419403,-2082843.654280598,300.29907925039174,2241.8123778345234,17
2280000,-2685604.25034683,602615.7815267493,-2082988.4688200809,299.0196163967524,2242.5060276128397,17
2285000,-2685613.3986736126,605116.5742765339,-2080496.8243970787,300.2605166712753,2240.5559339392767,17
2290000,-2684865.546575643,603019.9633659752,-2081845.5832096678,299.2201725425169,2241.112829586316,17
2295000,-2688901.643562982,603160.5438950744,-2085741.0996679075,299.2899289896142,2240.8240259063573,17
2300000,-2688461.705133738,604228.103608529,-2084233.601525209,299.81965507011785,2240.3608841711143,17
2305000,-2684886.671527747,602063.4695270401,-2082823.202000707,298.7455576559309,2239.8395000732985,17
2310000,-2688619.265420215,604594.1117157473,-2084025.153704468,300.00126930454974,2240.826414551731,17
2315000,-2685899.7673929464,605828.9591389424,-2080070.808254004,300.61400400900243,2238.372863327716,17
2320000,-2685073.4190971386,604560.8128137359,-2080512.6062834025,299.984746297335,2239.0810686503414,17
2325000,-2683424.1307562925,605352.6996770068,-2078071.4310792857,300.37768274763005,2242.549154958209,17
2330000,-2684428.038052477,604248.4769048295,-2080179.5611476474,299.8297643560531,2241.9526618308296,17
2335000,-2686219.541638486,604128.9300242232,-2082090.611614263,299.770444863474,2241.7531572184535,17
2340000,-2684787.3570679426,606171.7065886166,-2078615.650479326,300.78407624086947,2240.8465688525353,17
2345000,-2683019.5449226275,605367.7701076351,-2077651.7748149924,300.3851607369618,2242.2738210106704,17
2350000,-2684674.37533048,603944.9816422639,-2080729.3936882159,299.6791691679207,2244.0127195301816,17
2355000,-2685420.401536908,606388.879066667,-2079031.522470241,300.8918378247331,2243.7127603862664,17
2360000,-2686535.0800002553,606856.1652871831,-2079678.9147130721,301.1237065389115,2242.6691589605334,17
2365000,-2686341.47231669,603975.4679350491,-2082366.0043816408,299.6942965506634,2242.063560915701,17
2370000,-2685707.09517451,605125.1145025196,-2080581.9806719904,300.2647543550142,2239.1589669153145,17
2375000,-2683218.259890437,605657.949544271,-2077560.3103461661,300.5291485754635,2242.9340907865558,17
2380000,-2683871.99215528,602423.3316397512,-2081448.6605155286,298.92412223090105,2244.8975933205083,17
2385000,-2685249.852392176,604330.5273374758,-2080919.3250547005,299.87047800751594,2243.470333261334,17
2390000,-2685077.8219794277,606461.1292999156,-2078616.692679512,300.9276885901675,2243.938761733349,17
2395000,-2685660.966016926,606391.8337897009,-2079269.132227225,300.89330396646926,2244.1985972414054,17
2400000,-2685166.1128442306,605928.2590842574,-2079237.8537599733,300.6632769163283,2246.361085519362,17
2405000,-2685603.5982163083,604221.7396596051,-2081381.8585567032,299.8164972610722,2244.0795017676874,17
2410000,-2683527.9866761323,603082.5700946366,-2080445.4165814957,299.2512381743209,2243.1582295258154,17
2415000,-2684765.663268324,603080.0698366069,-2081685.5934317173,299.2499975393759,2243.339983503374,17
2420000,-2683978.121563522,606355.5153425036,-2077622.6062210186,300.8752826525873,2245.2653318170096,17
2425000,-2684856.5595821664,602395.1770751349,-2082461.3825070313,298.91015185812046,2243.984216926859,17
2430000,-2684541.8171893638,605310.9659500528,-2079230.851239311,300.3569743569653,2246.0821745575577,17
2435000,-2683937.038279975,605661.9778885399,-2078275.060391435,300.5311474510239,2245.586481903457,17
2440000,-2682702.439616505,605289.0509207685,-2077413.3886957364,300.34610005886225,2243.200102580693,17
2445000,-2681771.40937043,605845.0693036333,-2075926.3400667966,300.6219979172498,2244.2676647137023,17
2450000,-2684505.421130419,603969.939594164,-2080535.4815362548,299.6915533726361,2243.5672158064003,17
2455000,-2686840.37737019,603715.9116289115,-2083124.4657412784,299.5655039941559,2242.7278592652606,17
2460000,-2683623.934815107,603320.0616508235,-2080303.8731642836,299.3690821409169,2244.410043424488,17
2465000,-2684018.9487215225,605092.0067339302,-2078926.9419875923,300.24832618873177,2243.0096347331564,17
2470000,-2688059.9000520315,605739.8028644291,-2082320.0971876024,300.5697644191649,2242.6393136815527,17
2475000,-2686944.304792363,604359.6854046979,-2082584.6193876653,299.8849463210631,2244.194245675546,17
2480000,-2688479.0705391057,603531.8853849627,-2084947.185154143,299.47418966326813,2242.4552573219703,17
2485000,-2683394.1047666203,605649.7606458783,-2077744.344120742,300.52508522144734,2244.4202641709217,17
2490000,-2680861.362963207,604536.4357044867,-2076324.9272587204,299.9726503083483,2243.3922433704756,17
2495000,-2682703.4463829603,605675.8658664456,-2077027.5805165148,300.53803870404647,2241.3135787357587,17
2500000,-2686922.258663032,605793.9110459131,-2081128.347617119,300.59661304836993,2243.2640377379375,17
